序号,品名,别名,英文名,CAS号,危险性类别,备注,来源页面
1390,"1-氯-2,2,2-三氟乙烷",R133a,"1-chloro-2,2,2-trifluoroethane;R133a",75-88-7,"加压气体 生殖毒性,类别1B 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 危害臭氧层,类别1",,191
1391,"1-氯-2,3-环氧丙烷","环氧氯丙烷；3-氯-1,2-环氧 丙烷","1-chloro-2,3-epoxypropane;epichlorhydr in;3-chloro-1,2-epoxypropane",106-89-8,"易燃液体,类别3 急性毒性-经口,类别3* 急性毒性-经皮,类别3* 急性毒性-吸入,类别3* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 致癌性,类别1B",,191
1392,"1-氯-2,4-二硝基苯","2,4-二硝基氯苯","1-chloro-2,4-dinitrobenzene;2,4 - dinitrochlorobenzene",97-00-7,"急性毒性-经皮,类别2 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 生殖细胞致突变性,类别2 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,191
1393,4-氯-2-氨基苯酚,2-氨基-4-氯苯酚；对氯邻氨 基苯酚,4-chloro-2-aminophenol;2-amino-4-chlor ophenol;p-chloro-o-aminophenol,95-85-2,"特异性靶器官毒性-反复接触,类别2",,191
1394,1-氯-2-丙醇,氯异丙醇；丙氯仲醇,1-chloro-2-propanol;1-chloroisopropyla lcohol;sec-propylene chlorohydrin,127-00-4,"易燃液体,类别3 急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别2",,192
1395,1-氯-2-丁烯,,1-chloro-2-butene,591-97-9,"易燃液体,类别2",,192
1396,5-氯-2-甲基苯胺,5-氯邻甲苯胺；2-氨基-4-氯 甲苯,5-chloro-2-toluidine;5-chloro-o-toluid ine;2-amino-4-chlorotoluene,95-79-4,"危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,192
1397,"N-(4- 氯 -2- 甲 基 苯 基)-N´,N´-二甲基甲脒",杀虫脒,"N-(4-chloro-o-tolyl)-N’,N’-dimethylf ormamidine;acron;fundex;nutox;chlordim eform",6164-98-3,"急性毒性-经口,类别3 急性毒性-经皮,类别3 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,192
1398,3-氯-2-甲基丙烯,2-甲基-3-氯丙烯；甲基烯丙 基氯；氯化异丁烯；1-氯-2- 甲基-2-丙烯,3-chloro-2-methylpropene;2-methyl-3-ch loropropene;methylallyl chloride;chloroisobutene,563-47-3,"易燃液体,类别2 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,192
1399,2-氯-2-甲基丁烷,叔戊基氯；氯代叔戊烷,2-chloro-2-methylbutane;tert-amylchlor ide;3-chloro-tert-pentane,594-36-5,"易燃液体,类别2",,192
1400,5-氯-2-甲氧基苯胺,4-氯-2-氨基苯甲醚,5-chloro-2-anisidine;4-chloro-2-aminoa nisole,95-03-4,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3(呼吸道刺激)",,192
1401,4-氯-2-硝基苯胺,对氯邻硝基苯胺,4-chloro-2-nitroaniline;p-chloro-o-nit roaniline,89-63-4,"特异性靶器官毒性-反复接触,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,192
1402,4-氯-2-硝基苯酚,,4-chloro-2-nitrophenol,89-64-5,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3(呼吸道刺激)",,192
1403,4-氯-2-硝基苯酚钠盐,,sodium 4-chloro-2-nitrophenolate,52106-89-5,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2",,193
1404,4-氯-2-硝基甲苯,对氯邻硝基甲苯,4-chloro-2-nitrotoluene;p-chloro-o-nit robenzene,89-59-8,"危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,193
1405,1-氯-2-溴丙烷,2-溴-1-氯丙烷,1-chloro-2-bromopropane;2-bromo-1-chlo ropropane,3017-95-6,"急性毒性-吸入,类别3",,193
1406,1-氯-2-溴乙烷,1-溴-2-氯乙烷；氯乙基溴,1-chloro-2-bromoethane;1-bromo-2-chlor oethane;chloroethyl bromide,107-04-0,"急性毒性-经口,类别3",,193
1407,4-氯间甲酚,2-氯-5-羟基甲苯；4-氯-3-甲 酚,4-chloro-m-cresol;2-chloro-5-hydroxyto luene;4-chloro-3-methylphenol;chlorocr esol,59-50-7,"严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,193
1408,1-氯-3-甲基丁烷,异戊基氯；氯代异戊烷,1-chloro-3-methyl butane;isoamyl chloride;chloro-isopentane,107-84-6,"易燃液体,类别2",,193
1409,1-氯-3-溴丙烷,3-溴-1-氯丙烷,1-chloro-3-bromopropane;3-bromo-1-chlo ropropane,109-70-6,"易燃液体,类别3 急性毒性-吸入,类别3 特异性靶器官毒性-一次接触,类别2 特异性靶器官毒性-反复接触,类别2",,193
1410,"2-氯-4,5-二甲基苯基-N- 甲基氨基甲酸酯",氯灭杀威,"2-chloro-4,5-dimethylphenyl-N-methyl-c arbamate;carbanolate",671-04-5,"急性毒性-经口,类别2",,193
1411,2-氯-4-二甲氨基-6-甲基 嘧啶,鼠立死,2-chloro-6-methylpyrimidin-4-yldimethy lamine;castrix;crimidine,535-89-7,"急性毒性-经口,类别2*",,193
1412,3-氯-4-甲氧基苯胺,2-氯-4-氨基苯甲醚；邻氯对 氨基苯甲醚,3-chloro-4-anisidine;2-chloro-4-aminoa nisole;o-chloro-p–aminoanisole,5345-54-0,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3(呼吸道刺激)",,193
1413,2-氯-4-硝基苯胺,邻氯对硝基苯胺,2-chloro-4-nitroaniline;o-chloro-p-nit roaniline,121-87-9,"危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,193
1414,氯苯,一氯化苯,chlorobenzene;monochlorobenzene,108-90-7,"易燃液体,类别3 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,193
1415,2-氯苯胺,邻氯苯胺；邻氨基氯苯,"2-chloroaniline;benzenamine, o-chloro-;o-chloroaniline",95-51-2,"急性毒性-经皮,类别3 严重眼损伤/眼刺激,类别2B 生殖细胞致突变性,类别2 生殖毒性,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,194
1416,3-氯苯胺,间氨基氯苯；间氯苯胺,"3-chloroaniline;benzenamine, m-chloro-;m-chloroaniline",108-42-9,"急性毒性-经口,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别3 严重眼损伤/眼刺激,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,194
1417,4-氯苯胺,对氯苯胺；对氨基氯苯,4-chloroaniline;p-amino chlorobenzene;p-chloroaniline,106-47-8,"急性毒性-经口,类别3* 急性毒性-经皮,类别3* 急性毒性-吸入,类别3* 皮肤致敏物,类别1 致癌性,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,194
1418,2-氯苯酚,2-羟基氯苯；2-氯-1-羟基苯； 邻氯苯酚；邻羟基氯苯,2-chlorophenol;2-hydroxy-dichlorobenze ne;2-chloro-1- hydroxyphenyl;o-chlorophenol;o-hydroxy -dichlorobenzene,95-57-8,"急性毒性-吸入,类别2 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,194
1419,3-氯苯酚,3-羟基氯苯；3-氯-1-羟基苯； 间氯苯酚；间羟基氯苯,3-chlorophenol;3-hydroxy-dichlorobenze ne;3-chloro-1- hydroxyphenyl;m-chlorophenol;m-hydroxy -dichlorobenzene,108-43-0,"危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,194
1420,4-氯苯酚,4-羟基氯苯；4-氯-1-羟基苯； 对氯苯酚；对羟基氯苯,4-chlorophenol;4-hydroxy-dichlorobenze ne;4-chloro-1- hydroxyphenyl;p-chlorophenol;p-hydroxy -dichlorobenzene,106-48-9,"急性毒性-经口,类别3 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,194
1421.0,"3-氯苯过氧甲酸[57%＜含 量≤86%,惰性固体含量 ≥14%]",,"3-chloroperoxybenzoic acid (more than 57% but not more than 86%,and inert solid not less than 14%);m-chloroperoxy-benzoic acid",937-14-4,"有机过氧化物,B型",,195
,"3-氯苯过氧甲酸[含量 ≤57%, 惰 性 固 体 含 量 ≤3%,含水≥40%]",,"3-chloroperoxybenzoic acid (not more than 57%, and inert solid not more than 3%, and water not less than 40%)",,"有机过氧化物,D型",,195
,"3-氯苯过氧甲酸[含量 ≤77%, 惰 性 固 体 含 量 ≥6%,含水≥17%]",,"3-chloroperoxybenzoic acid (not more than 77%, and inert solid not less than 6%, and water not less than 17%)",,"有机过氧化物,D型",,195
1422.0,"2-[(RS)-2-(4- 氯 苯 基)-2-苯基乙酰基]-2,3- 二氢-1,3-茚二酮[含量＞ 4%]","2-(苯基对氯苯基乙酰)茚满 -1,3-二酮；氯鼠酮","2-(2-(4-chlorophenyl)phenylacetyl)inda n-1,3-dione(more than 4%);chlorophacinone",3691-35-8,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 急性毒性-吸入,类别3* 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",剧毒,195
1423.0,N-(3-氯苯基)氨基甲酸 (4-氯丁炔-2-基)酯,燕麦灵,"carbamic acid, (3-chlorophenyl)-, 4-chloro-2-butynyl ester;barban wettable powder",101-27-9,"皮肤致敏物,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,195
1424.0,氯苯基三氯硅烷,,chlorophenyltrichloro silane,26571-79-9,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,195
1425.0,2-氯苯甲酰氯,邻氯苯甲酰氯；氯化邻氯苯甲 酰,2-chlorobenzoyl chloride;o-chlorobenzoyl chloride,609-65-4,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,195
1426.0,4-氯苯甲酰氯,对氯苯甲酰氯；氯化对氯苯甲 酰,4-chlorobenzoyl chloride;p-chlorobenzoyl chloride,122-01-0,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,195
1427.0,2-氯苯乙酮,氯乙酰苯；氯苯乙酮；苯基氯 甲基甲酮；苯酰甲基氯；α- 氯苯乙酮,2-chloroacetophenone;,532-27-4,"急性毒性-经口,类别3 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 特异性靶器官毒性-一次接触,类别2 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 特异性靶器官毒性-反复接触,类别1",,195
1428,2-氯吡啶,,2-chloropyridine,109-09-1,"急性毒性-经口,类别3 急性毒性-经皮,类别2",,196
1429,4-氯苄基氯,对氯苄基氯；对氯苯甲基氯,4-chlorobenzyl chloride;p-chlorobenzyl chloride;p-chlorophenyl methyl chloride,104-83-6,"皮肤致敏物,类别1 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,196
1430,3-氯丙腈,β-氯丙腈；氰化-β-氯乙烷,3-chloropropionitrile;β-chloropropion itrile;β-chloroethyl cyanide,542-76-7,"急性毒性-经口,类别3 严重眼损伤/眼刺激,类别2B 特异性靶器官毒性-一次接触,类别1",,196
1431,2-氯丙酸,2-氯代丙酸,2-chloropropionic acid;α-chloropropionic acid,598-78-7,"皮肤腐蚀/刺激,类别1A 严重眼损伤/眼刺激,类别1",,196
1432,3-氯丙酸,3-氯代丙酸,3-chloropropionic acid;β-chloropropionic acid,107-94-8,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,196
1433,2-氯丙酸甲酯,,methyl 2-chloropropionate,17639-93-9; 77287-29-7,"易燃液体,类别3",,196
1434,2-氯丙酸乙酯,,ethyl 2-chloropropionate,535-13-7,"易燃液体,类别3",,196
1435,3-氯丙酸乙酯,,ethyl 3-chloropropinate,623-71-2,"易燃液体,类别3",,196
1436,2-氯丙酸异丙酯,,isopropyl 2-chloropropionate,40058-87-5; 79435-04-4,"易燃液体,类别3",,196
1437,1-氯丙烷,氯正丙烷；丙基氯,1-chloropropane,540-54-5,"易燃液体,类别2",,196
1438,2-氯丙烷,氯异丙烷；异丙基氯,2-chloropropane,75-29-6,"易燃液体,类别2",,196
1439,2-氯丙烯,异丙烯基氯,2-chloropropene;isopropenyl chloride,557-98-2,"易燃液体,类别1",,196
1440,3-氯丙烯,α-氯丙烯；烯丙基氯,3-chloropropene;α-choropropylene;ally l chloride,107-05-1,"易燃液体,类别2 严重眼损伤/眼刺激,类别2 皮肤腐蚀/刺激,类别2 生殖细胞致突变性,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1",,196
1441,氯铂酸,,hexachloroplatinic acid,16941-12-1,"急性毒性-经口,类别3* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 呼吸道致敏物,类别1 皮肤致敏物,类别1",,197
1442,氯代膦酸二乙酯,氯化磷酸二乙酯,"chlorophosphoric acid, diethyl ester;diethyl chlorophosphate; diethylchlorfosfat",814-49-3,"急性毒性-经口,类别2 急性毒性-经皮,类别1",剧毒,197
1443,氯代叔丁烷,叔丁基氯；特丁基氯,chloro-tert-butane;tert-butylchloride; 2-chloro-2-methyl propane,507-20-0,"易燃液体,类别2",,197
1444,氯代异丁烷,异丁基氯,1-chloro-iso-butane;isobutyl chloride,513-36-0,"易燃液体,类别2",,197
1445,氯代正己烷,氯代己烷；己基氯,chloro-n-hexane;n-hexyl chloride,544-10-5,"易燃液体,类别3",,197
1446,1-氯丁烷,正丁基氯；氯代正丁烷,1-chlorobutane;butyl chloride;n-butyl chloride;chloro-n-butane,109-69-3,"易燃液体,类别2",,197
1447,2-氯丁烷,仲丁基氯；氯代仲丁烷,2-chlorobutane;sec-butyl chloride;chlorosec-butane,78-86-4,"易燃液体,类别2",,197
1448,氯锇酸铵,氯化锇铵,ammonium chloroosmate;ammonium osmium chloride,12125-08-5,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 特异性靶器官毒性-一次接触,类别 3(呼吸道刺激)",,197
1449,氯二氟甲烷和氯五氟乙烷 共沸物,R502,chlorodifluoromethane and chloropentafluoroe-thane mixture with fixed boiling point,,"加压气体 严重眼损伤/眼刺激,类别2B 生殖毒性,类别1B 特异性靶器官毒性-一次接触,类别 3 （麻醉效应） 危害臭氧层,类别1",,197
1450,氯二氟溴甲烷,R12B1；二氟氯溴甲烷；溴氯 二氟甲烷；哈龙-1211,"bromochlorodifluoromethane;methane, bromochlorodifluoro- ;halone-1211",353-59-3,"加压气体 特异性靶器官毒性-一次接触,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激、麻醉效应） 危害臭氧层,类别1",,197
1451,2-氯氟苯,邻氯氟苯；2-氟氯苯；邻氟氯 苯,2-chlorofluorobenzene;o-chlorofluorobe nzene;2-fluorochlorobenzene;o-fluoroch lorobenzene,348-51-6,"易燃液体,类别3",,198
1452,3-氯氟苯,间氯氟苯；3-氟氯苯；间氟氯 苯,3-chlorofluorobenzene;m-chlorofluorobe nzene;3-fluorochlorobenzene;m-fluoroch lorobenzene,625-98-9,"易燃液体,类别2",,198
1453,4-氯氟苯,对氯氟苯；4-氟氯苯；对氟氯 苯,4-chlorofluorobenzene;p-chlorofluorobe nzene;4-fluorochlorobenzene;p-fluoroch lorobenzene,352-33-0,"易燃液体,类别3",,198
1454,2-氯汞苯酚,,2-(chloromercuri)phenol,90-03-9,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 急性毒性-吸入,类别2* 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,198
1455,4-氯汞苯甲酸,对氯化汞苯甲酸,4-(chloromercuri)benzoic acid;p-mercurichlorobenzoic acid,59-85-8,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 急性毒性-吸入,类别2* 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,198
1456,氯化铵汞,"白降汞,氯化汞铵",mercuric ammonium chloride;white precipitate,10124-48-8,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 急性毒性-吸入,类别2* 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,198
1457,氯化钡,,barium chloride,10361-37-2,"急性毒性-经口,类别3*",,198
1458,氯化苯汞,,phenylmercuric chloride;PMC,100-56-1,"急性毒性-经口,类别3 急性毒性-经皮,类别1 急性毒性-吸入,类别2* 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,199
1459,氯化苄,α-氯甲苯；苄基氯,benzyl chloride;α-chlorotoluene;1-chlorometh ylbenzene,100-44-7,"急性毒性-吸入,类别3* 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1 致癌性,类别1B 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别2",,199
1460,氯化二硫酰,二硫酰氯；焦硫酰氯,disulfuryl chloride;pyrosulphuryl chloride,7791-27-7,"皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,199
1461,氯化二烯丙托锡弗林,,alcuronium chloride;alcuronium dichloride;dialferin;alloferin,15180-03-7,"急性毒性-经口,类别2",,199
1462,氯化二乙基铝,,diethyl aluminium chloride,96-10-6,"自燃液体,类别1 遇水放出易燃气体的物质和混合物, 类别1 严重眼损伤/眼刺激,类别2*",,199
1463,氯化镉,,cadmium chloride,10108-64-2,"急性毒性-经口,类别3* 急性毒性-吸入,类别2* 生殖细胞致突变性,类别1B 致癌性,类别1A 生殖毒性,类别1B 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,199
143,2-丙烯腈[稳定的],丙烯腈；乙烯基氰；氰基乙烯,"2-acrylonitrile,stabilized; acrylonitrile;cyanoethylene",107-13-1,"易燃液体,类别2 急性毒性-经口,类别3* 急性毒性-经皮,类别3 急性毒性-吸入,类别3 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 致癌性,类别2 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别2 危害水生环境-长期危害,类别2",,19
144,丙烯醛[稳定的],烯丙醛；败脂醛,"propenal,stabilized;acrylaldehyde;acro lein",107-02-8,"易燃液体,类别2 急性毒性-经口,类别2 急性毒性-经皮,类别3 急性毒性-吸入,类别1 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,19
145,丙烯酸[稳定的],,"acrylic acid,stabilized;prop-2-enoic acid",79-10-7,"易燃液体,类别3 急性毒性-经皮,类别3 急性毒性-吸入,类别3 皮肤腐蚀/刺激,类别1A 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激） 危害水生环境-急性危害,类别1",,19
146,丙烯酸-2-硝基丁酯,,2-nitrobutyl acrylate,5390-54-5,"易燃液体,类别3",,19
1,阿片,鸦片,opium,8008-60-4,"特异性靶器官毒性-反复接触,类别2",,1
2,氨,液氨；氨气,ammonia;liquid ammonia,7664-41-7,"易燃气体,类别2 加压气体 急性毒性-吸入,类别3* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 危害水生环境-急性危害,类别1",,1
3,"5-氨基-1,3,3-三甲基环 己甲胺","异佛尔酮二胺；3,3,5-三甲基 -4,6-二氨基-2-烯环己酮；1- 氨基-3-氨基甲基-3,5,5-三 甲基环己烷","5-amino-1,3,3-trimethyl-cyclohexanemet hanamine;isophorone diamine;3-aminomethyl-3,5,5-trimethylc yclohexylamine;isophoronediamine;3,3,5 -trimethyl-4,6-diamino-2-enecyclohexan one;4,6-diamino-3,5,5-trimethyl-2-cycl o-hexen-1-one",2855-13-2,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 皮肤致敏物,类别1 危害水生环境-长期危害,类别3",,1
